HG2412_PATCH	NW_019805502.1
KI270826.1	chr11_KI270826v1_alt
NW_021159997.1	chr6_ML143351v1_fix
HG2577_PATCH	MU273336.1
NT_187545.1	chr4_KI270789v1_alt
HSCHR6_MHC_MCF_CTG1	chr6_GL000254v2_alt
NW_003315919.1	chr5_GL383531v1_alt
NT_167219.1	chr14_GL000225v1_random
KV766197.1	NW_017363818.1
KI270838.1	NT_187592.1
HG2176_PATCH	NW_025791782.1
HSCHR8_1_CTG6	KI270814.1
HG2288_HG2289_PATCH	NW_011332698.1
CM000686.2	chrY
NW_003871093.1	chr17_JH159148v1_alt
NW_016107297.1	chr5_KV575243v1_alt
GL000251.2	HSCHR6_MHC_COX_CTG1
KI270781.1	NT_187538.1
KV575260.1	chr19_KV575260v1_alt
HG1309_PATCH	chr7_ML143352v1_fix
KN538362.1	NW_011332689.1
HSCHR20_1_CTG3	KI270870.1
GJ212091.1	NT_187286.1
KI270875.1	NT_187629.1
GJ211857.1	NT_187175.1
GL000058.2	NT_077528.3
KI270825.1	NT_187580.1
KQ759761.1	chr22_KQ759761v1_alt
NT_187399.1	chrUn_KI270305v1
HG2510_PATCH	chr14_ML143367v1_fix
GJ212036.1	NT_187257.1
KI270703.1	NT_187358.1
GL383552.1	chr12_GL383552v1_alt
HG1206_PATCH	chr9_MU273366v1_fix
GL383557.1	NW_003315946.1
HSCHR17_9_CTG4	chr17_KI270859v1_alt
KN538368.1	NW_011332695.1
17	NC_000017.11
HG2116_PATCH	NW_013171808.1
HSCHR8_3_CTG1	KI270813.1
GL000099.2	NT_030059.14
20	CM000682.2
HSCHR14_7_CTG1	NT_187601.1
MU273334.1	NW_025791757.1
NC_000024.10	chrY
HG1445_PATCH	ML143357.1
NT_187574.1	chr8_KI270819v1_alt
HG2541_PATCH	chrX_MU273394v1_fix
KZ559113.1	NW_019805500.1
ML143345.1	NW_021159991.1
HSCHR2_4_CTG7_2	chr2_KI270771v1_alt
KI270368.1	NT_187199.1
HSCHR3_2_CTG3	KI270782.1
HG2021_PATCH	NW_009646206.1
KV766192.1	chr3_KV766192v1_fix
HSCHR19KIR_G248_A_HAP_CTG3_1	NT_187639.1
GL000189.1	NT_091573.1
KI270729.1	NT_187384.1
GJ211887.1	NT_187191.1
HG986_PATCH	KN196472.1
GL000063.2	NT_077531.5
KI270379.1	chrUn_KI270379v1
HG1532_PATCH	NW_025791821.1
HG2476_PATCH	chr5_MU273353v1_fix
KI270663.1	NT_187340.1
HG1369_PATCH	NW_025791805.1
NW_021160002.1	chr11_ML143356v1_fix
KI270824.1	NT_187579.1
KI270827.1	NT_187582.1
GL383563.3	chr17_GL383563v3_alt
KZ559115.1	NW_019805502.1
HG2072_PATCH	NW_013171802.1
HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	KI270919.1
ML143342.1	chr2_ML143342v1_fix
KI270736.1	chr22_KI270736v1_random
KI270937.1	NT_187691.1
HG2213_PATCH	chr18_KQ090028v1_fix
NT_187474.1	chrUn_KI270390v1
NT_187413.1	chrUn_KI270420v1
HSCHR9_1_CTG3	chr9_GL383541v1_alt
NW_009646198.1	chr3_KN196476v1_fix
KI270717.1	NT_187372.1
HSCHR19_6_CTG2	NW_025791810.1
HSCHR19KIR_FH06_BA1_HAP_CTG3_1	chr19_KI270923v1_alt
KI270805.1	NT_187560.1
KI270893.1	chr2_KI270893v1_alt
NT_187638.1	chr19_KI270884v1_alt
KQ090025.1	NW_013171811.1
KI270915.1	chr19_KI270915v1_alt
KI270714.1	NT_187369.1
HG1395_PATCH	chr5_ML143350v1_fix
HSCHR5_10_CTG1	MU273356.1
KI270418.1	NT_187412.1
KQ458386.1	chr19_KQ458386v1_fix
KQ458382.1	NW_014040925.1
HSCHR18_3_CTG2_1	chr18_KI270863v1_alt
HSCHR19KIR_7191059-1_CTG3_1	chr19_KV575255v1_alt
KN538369.1	NW_011332696.1
NW_003315971.2	chr22_GL383582v2_alt
HG721_PATCH	NW_021159987.1
HSCHR19_3_CTG2	chr19_GL383576v1_alt
NT_187589.1	chr12_KI270833v1_alt
GL383540.1	chr9_GL383540v1_alt
CM000676.2	chr14
HG2291_PATCH	chr13_KN538372v1_fix
NT_113949.2	chr19_GL000209v2_alt
KI270637.1	NT_187329.1
KI270304.1	chrUn_KI270304v1
KZ559113.1	chr16_KZ559113v1_fix
NW_018654711.1	chr3_KZ208909v1_alt
HSCHR12_5_CTG2	KI270837.1
KI270383.1	chrUn_KI270383v1
HSCHR16_4_CTG1	NT_187609.1
HSCHR3_2_CTG3	chr3_KI270782v1_alt
KI270680.1	NT_187350.1
HSCHR7_1_CTG4_4	chr7_KI270806v1_alt
GL000022.2	NT_005334.17
NT_187454.1	chrUn_KI270582v1
NW_021160029.1	chrX_ML143383v1_fix
NW_003571056.2	chr19_GL949748v2_alt
KI270740.1	chrY_KI270740v1_random
NT_187504.1	chrUn_KI270749v1
NW_019805498.1	chr11_KZ559111v1_alt
KZ559106.1	chr7_KZ559106v1_alt
HSCHR10_1_CTG3	chr10_KI270824v1_alt
NT_187629.1	chr22_KI270875v1_alt
NW_021160020.1	chr17_ML143374v1_fix
KI270671.1	NT_187344.1
GL000147.1	NT_113958.2
HSCHR5_2_CTG1	chr5_GL949742v1_alt
JH159148.1	NW_003871093.1
KQ090026.1	chr16_KQ090026v1_alt
GJ212009.2	NT_187251.1
HG2115_PATCH	ML143359.1
HSCHRX_2_CTG3	chrX_KI270913v1_alt
HG2510_PATCH	ML143367.1
NC_000010.11	chr10
HSCHR2_1_CTG15	chr2_KI270767v1_alt
HG545_PATCH	ML143354.1
KI270662.1	NT_187339.1
NW_025791790.1	chr10_MU273367v1_fix
NW_017363814.1	chr4_KV766193v1_alt
KI270935.1	NT_187689.1
KI270389.1	chrUn_KI270389v1
HSCHR3_5_CTG3	chr3_KI270934v1_alt
NT_187367.1	chr1_KI270712v1_random
KI270518.1	chrUn_KI270518v1
NT_187541.1	chr4_KI270787v1_alt
NW_025791781.1	chr7_MU273358v1_alt
HSCHR21_2_CTG1_1	chr21_GL383579v2_alt
chr11_KI270721v1_random	na
HG1651_PATCH	KQ031387.1
KI270905.1	chr15_KI270905v1_alt
HG2066_PATCH	NW_009646197.1
NT_187537.1	chr3_KI270780v1_alt
GJ212155.2	KI270663.1
KI270913.1	chrX_KI270913v1_alt
HSCHR21_5_CTG2	chr21_KI270872v1_alt
NT_167215.1	chr3_GL000221v1_random
HG545_PATCH	chr10_ML143354v1_fix
GJ211948.1	KI270426.1
HG1535_PATCH	chrY_KZ208924v1_fix
HG2104_PATCH	KN196474.1
KI270521.1	chrUn_KI270521v1
HSCHR1_1_CTG31	NW_003315905.1
HG2213_PATCH	NW_013171814.1
GL383540.1	HSCHR9_1_CTG2
NW_016107309.1	chr19_KV575255v1_alt
KI270886.1	NT_187640.1
MU273344.1	chr2_MU273344v1_fix
GL000217.2	NT_167212.2
GL383532.1	chr5_GL383532v1_alt
5	NC_000005.10
KI270530.1	chrUn_KI270530v1
KZ208920.1	chr14_KZ208920v1_fix
HSCHR22_3_CTG1	chr22_KI270928v1_alt
KI270367.1	NT_187198.1
NW_011332690.1	chr2_KN538363v1_fix
KI270509.1	chrUn_KI270509v1
HSCHR8_6_CTG7	NT_187575.1
KI270705.1	NT_187360.1
GL383518.1	NW_003315905.1
KI866533.1	NT_187193.1
HSCHR19KIR_FH08_BAX_HAP_CTG3_1	NT_187684.1
HG2031_PATCH	MU273363.1
NW_015495299.1	chr2_KQ983256v1_alt
KI270529.1	chrUn_KI270529v1
KN196479.1	NW_009646201.1
HG2021_PATCH	chr19_KN196484v1_fix
KI270627.1	NT_187323.1
NT_187578.1	chr9_KI270823v1_alt
MU273387.1	chr19_MU273387v1_alt
HG2158_PATCH	NW_025791787.1
NW_025791762.1	chr2_MU273339v1_alt
HSCHR19KIR_G085_A_HAP_CTG3_1	NT_187637.1
HSCHR19KIR_FH08_BAX_HAP_CTG3_1	chr19_KI270930v1_alt
HSCHR17_12_CTG4	chr17_KZ559114v1_alt
KI270858.1	chr17_KI270858v1_alt
GL383551.1	NW_003315940.1
KN196475.1	chr3_KN196475v1_fix
GL339449.2	HSCHR5_2_CTG1_1
GL000089.2	NT_008470.20
KN196480.1	chr10_KN196480v1_fix
HG2569_PATCH	chr19_MU273385v1_fix
HSCHR2_8_CTG7_2	chr2_KZ208908v1_alt
HSCHR3_3_CTG1	KI270783.1
GJ212161.2	KI270669.1
HSCHR4_2_CTG12	NT_187542.1
NT_187476.1	chrUn_KI270395v1
HSCHR19KIR_CA01-TA01_2_CTG3_1	chr19_KV575248v1_alt
HG2118_PATCH	MU273379.1
GJ211867.1	KI270328.1
JH159136.1	NW_003871073.1
HSCHR17_7_CTG4	NT_187614.1
HSCHR8_1_CTG1	chr8_KI270811v1_alt
HSCHR7_3_CTG1	KZ559106.1
HSCHR16_CTG2	KI270854.1
KZ208908.1	NW_018654710.1
HSCHR18_2_CTG1_1	NW_003315959.1
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	NT_187668.1
HSCHR19KIR_ABC08_A1_HAP_CTG3_1	chr19_KI270917v1_alt
KI270876.1	NT_187630.1
NT_187461.1	chrUn_KI270333v1
NT_187422.1	chrUn_KI270465v1
NT_187366.1	chr1_KI270711v1_random
CM000674.2	NC_000012.12
HSCHR21_2_CTG1_1	NW_003315968.2
HG439_PATCH	NW_021160027.1
KI270779.1	NT_187532.1
NC_000019.10	chr19
KI270448.1	NT_187495.1
HSCHR22_6_CTG1	KQ458387.1
GL383518.1	HSCHR1_1_CTG31
KI270820.1	chr8_KI270820v1_alt
ML143349.1	chr4_ML143349v1_fix
NT_187575.1	chr8_KI270820v1_alt
HSCHRX_2_CTG14	chrX_MU273396v1_alt
GL000212.1	NT_113923.1
NW_013171805.1	chr9_KQ090019v1_alt
HG2515_PATCH	MU273335.1
HG1343_HG173_HG459_PATCH	chr1_MU273333v1_fix
HSCHR19KIR_G248_BA2_HAP_CTG3_1	KI270886.1
HSCHR8_4_CTG7	NT_187573.1
KI270724.1	chr14_KI270724v1_random
KI270812.1	chr8_KI270812v1_alt
KQ458385.1	NW_014040928.1
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	chr19_KI270916v1_alt
GL383539.1	HSCHR9_1_CTG1
HSCHR17_6_CTG4	NW_003871093.1
HSCHR3_2_CTG3	NT_187534.1
CM000664.2	NC_000002.12
4	CM000666.2
HG2121_PATCH	NW_017363815.1
KI270761.1	chr1_KI270761v1_alt
KI270860.1	chr17_KI270860v1_alt
GL000129.2	NT_010718.17
KI270932.1	chr19_KI270932v1_alt
HSCHR14_7_CTG1	KI270847.1
GL949751.2	HSCHR19LRC_LRC_T_CTG3_1
HSCHR16_1_CTG3_1	NW_003315945.1
HSCHR3_1_CTG2_1	NW_003315913.1
HSCHR2_10_CTG7_2	NW_025791760.1
HSCHR2_3_CTG1	chr2_KI270773v1_alt
KI270786.1	chr4_KI270786v1_alt
HG2140_PATCH	MU273345.1
HSCHR4_5_CTG12	chr4_KI270789v1_alt
HSCHR2_3_CTG1	NT_187526.1
NT_167209.1	chrUn_GL000214v1
HSCHR5_1_CTG1_1	chr5_KI270897v1_alt
HSCHR1_4_CTG32_1	NT_187521.1
NT_187518.1	chr1_KI270761v1_alt
KQ031385.1	chr3_KQ031385v1_fix
HSCHR13_1_CTG2	NT_187593.1
HG2225_PATCH	NW_025791811.1
KI270708.1	chr1_KI270708v1_random
KN196472.1	NW_009646194.1
KI270884.1	NT_187638.1
ML143351.1	NW_021159997.1
HG494_PATCH	NW_021160025.1
HSCHR19LRC_LRC_I_CTG3_1	chr19_GL949748v2_alt
NW_011332687.1	chr1_KN538360v1_fix
GL383583.2	NW_003315972.2
HSCHR11_1_CTG6	KI270830.1
HSCHR18_2_CTG1_1	chr18_GL383570v1_alt
NW_012132916.1	chr3_KQ031385v1_fix
GL877876.1	NW_003571050.1
ML143354.1	NW_021160000.1
NT_187653.1	chr7_KI270899v1_alt
NT_187379.1	chr14_KI270724v1_random
HG708_PATCH	chr7_KZ208912v1_fix
HSCHR6_1_CTG5	NT_187553.1
2	CM000664.2
KI270718.1	chr9_KI270718v1_random
NW_003315906.1	chr1_GL383519v1_alt
NT_187530.1	chr2_KI270771v1_alt
KI270716.1	NT_187371.1
KI866539.1	NT_187330.1
8	chr8
21	CM000683.2
GJ212135.2	NT_187329.1
MU273348.1	chr3_MU273348v1_fix
HG2241_PATCH	NW_011332692.1
KI270931.1	chr19_KI270931v1_alt
KI270766.1	NT_187517.1
HG2176_PATCH	chr8_MU273359v1_fix
KV575247.1	NW_016107301.1
KI270598.1	NT_187299.1
KI270422.1	chrUn_KI270422v1
HG2133_PATCH	NW_019805491.1
GJ212211.1	NT_187253.1
HSCHR16_3_CTG3_1	NW_012132921.1
HSCHR14_8_CTG1	NW_018654721.1
MU273333.1	chr1_MU273333v1_fix
KI270519.1	chrUn_KI270519v1
GJ211943.1	NT_187220.1
NT_187464.1	chrUn_KI270340v1
NW_009646200.1	chr6_KN196478v1_fix
GJ211886.1	NT_187190.1
HG2111_PATCH	chr11_ML143360v1_fix
HSCHR11_2_CTG3_1	NW_025791791.1
HSCHR16_5_CTG1	NW_013171812.1
HG2063_PATCH	NW_015148967.1
KI270658.1	NT_187335.1
KI270417.1	chrUn_KI270417v1
NW_018654712.1	chr5_KZ208910v1_alt
NT_187674.1	chr19_KI270920v1_alt
GJ212000.2	KI270478.1
HSCHR11_2_CTG1_1	NT_187657.1
KI270738.1	NT_187393.1
NT_187641.1	chr19_KI270887v1_alt
12	NC_000012.12
HSCHR3_6_CTG3	KI270935.1
KI270767.1	NT_187523.1
HSCHR5_3_CTG5	KI270898.1
GL383528.1	NW_003315915.1
HSCHR19KIR_FH15_A_HAP_CTG3_1	chr19_KI270933v1_alt
NT_187573.1	chr8_KI270817v1_alt
KI270589.1	chrUn_KI270589v1
NW_025791820.1	chrX_MU273397v1_alt
ML143356.1	NW_021160002.1
KI270917.1	chr19_KI270917v1_alt
KI270717.1	chr9_KI270717v1_random
HSCHR19LRC_PGF1_CTG3_1	NW_003571060.1
GL383541.1	NW_003315930.1
HSCHRX_1_CTG14	MU273395.1
KI270778.1	chr3_KI270778v1_alt
HG2512_PATCH	chr22_ML143380v1_fix
HSCHR22_1_CTG6	NT_187632.1
GJ211938.1	NT_187219.1
HSCHR2_6_CTG7_2	KQ983256.1
X	chrX
KI270382.1	NT_187488.1
HSCHR3_6_CTG2_1	KZ559105.1
HG1299_PATCH	NW_021159992.1
KZ559104.1	chr3_KZ559104v1_fix
HG2066_PATCH	chr3_KN196475v1_fix
KI270898.1	chr5_KI270898v1_alt
NW_019805492.1	chr3_KZ559105v1_alt
NT_187475.1	chrUn_KI270387v1
KV575248.1	NW_016107302.1
GJ212191.2	NT_187354.1
KI270914.1	NT_187668.1
NT_187513.1	chrUn_KI270742v1
HSCHR16_5_CTG3_1	NW_018654723.1
NT_187552.1	chr6_KI270797v1_alt
NT_187660.1	chr15_KI270905v1_alt
KI270734.1	NT_187389.1
KQ090019.1	chr9_KQ090019v1_alt
2	NC_000002.12
MU273381.1	chr17_MU273381v1_fix
HSCHR6_1_CTG3	chr6_KB021644v2_alt
KI270818.1	chr8_KI270818v1_alt
18	CM000680.2
GL949753.2	HSCHR19LRC_PGF2_CTG3_1
HSCHR13_1_CTG5	KI270842.1
KI270809.1	NT_187561.1
KI270424.1	NT_187414.1
MU273350.1	chr4_MU273350v1_fix
HG2232_PATCH	KN538363.1
NT_187550.1	chr5_KI270793v1_alt
NW_025791798.1	chr15_MU273375v1_alt
KI270833.1	NT_187589.1
GJ211954.1	NT_187226.1
GL949746.1	HSCHR19LRC_COX1_CTG3_1
HG1206_PATCH	MU273366.1
KN196474.1	NW_009646196.1
KI270442.1	NT_187420.1
HG2511_PATCH	ML143372.1
NW_025791806.1	chr17_MU273383v1_fix
KI270710.1	NT_187365.1
HSCHR3_6_CTG2_1	NW_019805492.1
NT_187656.1	chr11_KI270902v1_alt
GJ212194.1	KI270370.1
GL582966.2	HSCHR2_2_CTG7_2
GL000135.2	NT_010966.15
NT_187611.1	chr17_KI270861v1_alt
HG2275_PATCH	MU273342.1
KI866536.1	NT_187252.1
HSCHR20_1_CTG2	NT_187623.1
KV575255.1	NW_016107309.1
HSCHR1_8_CTG3	KZ208904.1
KI270398.1	NT_187205.1
GL000205.2	NT_113930.2
NW_025791794.1	chr11_MU273371v1_fix
NT_187673.1	chr19_KI270919v1_alt
GJ212005.2	KI270483.1
MU273352.1	chr5_MU273352v1_fix
HG2267_PATCH	MU273362.1
NT_187375.1	chr9_KI270720v1_random
GJ211955.2	KI270433.1
HG2046_PATCH	chr17_KV575245v1_fix
HSCHR1_5_CTG32_1	KQ458384.1
GJ212042.1	KI270520.1
KZ559105.1	chr3_KZ559105v1_alt
NT_187679.1	chr4_KI270925v1_alt
HG1311_HG2539_PATCH	KQ759762.2
GL877875.1	chr12_GL877875v1_alt
GL000237.2	NT_167231.2
NT_187376.1	chr11_KI270721v1_random
KN538364.1	NW_011332691.1
GL000211.2	NT_113961.2
MU273390.1	NW_025791813.1
HSCHR9_1_CTG4	NW_003315931.1
KI270310.1	chrUn_KI270310v1
HG1817_1_PATCH	ML143363.1
HG405_PATCH	NW_025791800.1
NC_000004.12	chr4
GL000254.2	HSCHR6_MHC_MCF_CTG1
GL383527.1	chr4_GL383527v1_alt
GL339449.2	chr5_GL339449v2_alt
GJ212105.1	NT_187293.1
HG1296_PATCH	ML143348.1
HG1_PATCH	NW_018654722.1
GL000198.2	NT_113914.2
HG699_PATCH	chr4_ML143344v1_fix
GJ211963.2	KI270441.1
KI270922.1	chr19_KI270922v1_alt
KI270827.1	chr11_KI270827v1_alt
HG2571_PATCH	chr1_MU273334v1_fix
KI270363.1	chrUn_KI270363v1
KI270330.1	chrUn_KI270330v1
HG2525_PATCH	NW_021159991.1
GL000113.2	NT_027140.7
KI270701.1	NT_187356.1
KI270609.1	NT_187310.1
KZ559116.1	chr18_KZ559116v1_alt
MU273351.1	NW_025791774.1
HG1362_PATCH	KN538369.1
NT_187691.1	chr3_KI270937v1_alt
GL383567.1	NW_003315956.1
NT_187407.1	chrUn_KI270317v1
KI270785.1	chr4_KI270785v1_alt
17	chr17
KN538366.1	chr10_KN538366v1_fix
CM000667.2	chr5
HSCHR12_2_CTG2_1	chr12_GL383552v1_alt
HSCHR5_9_CTG1	chr5_KZ208910v1_alt
HSCHR1_4_CTG32_1	KI270764.1
GJ212154.2	NT_187333.1
KZ559104.1	NW_019805491.1
NT_187560.1	chr7_KI270805v1_alt
HSCHR14_2_CTG1	chr14_KI270845v1_alt
CM000683.2	NC_000021.9
HSCHR6_1_CTG1	MU273357.1
CM000665.2	NC_000003.12
HSCHR2_4_CTG1	NT_187529.1
KI270711.1	chr1_KI270711v1_random
HSCHR21_8_CTG1_1	KI270874.1
HSCHR7_3_CTG6	chr7_KI270808v1_alt
ML143362.1	NW_021160008.1
HSCHR2_2_CTG7_2	chr2_GL582966v2_alt
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	KI270890.1
HG2058_PATCH	KN196473.1
HSCHR6_8_CTG1	NT_187692.1
HSCHR15_6_CTG8	NW_012132920.1
NW_011332695.1	chr11_KN538368v1_alt
KI270715.1	chr2_KI270715v1_random
KI270365.1	NT_187197.1
KI270831.1	NT_187585.1
KQ090018.1	NW_013171804.1
NT_187662.1	chr17_KI270907v1_alt
HSCHR19KIR_502960008-2_CTG3_1	KV575252.1
21	chr21
ML143343.1	chr3_ML143343v1_alt
HSCHR17_3_CTG4	chr17_GL383566v1_alt
HSCHR19KIR_FH15_A_HAP_CTG3_1	KI270933.1
HSCHR7_1_CTG7	chr7_KI270805v1_alt
NT_187466.1	chrUn_KI270337v1
KN196482.1	chr12_KN196482v1_fix
GL383578.2	HSCHR21_1_CTG1_1
KI270773.1	chr2_KI270773v1_alt
NW_017852928.1	chr1_KV880763v1_alt
HSCHR8_8_CTG1	NT_187576.1
KI270311.1	NT_187406.1
KI270794.1	NT_187551.1
NW_019805493.1	chr7_KZ559106v1_alt
HSCHR1_4_CTG31	KI270765.1
KI270420.1	chrUn_KI270420v1
ML143341.1	NW_021159987.1
NT_187610.1	chr16_KI270854v1_alt
HSCHR2_2_CTG1	NT_187525.1
GL383547.1	NW_003315936.1
HSCHR3_7_CTG3	chr3_KI270936v1_alt
KI270854.1	chr16_KI270854v1_alt
KI270799.1	NT_187554.1
KN538373.1	chr13_KN538373v1_fix
HSCHR6_MHC_APD_CTG1	chr6_GL000250v2_alt
KI270608.1	NT_187309.1
HG2077_PATCH	MU273347.1
NW_021159990.1	chr4_ML143344v1_fix
HSCHR8_2_CTG1	chr8_KI270812v1_alt
HSCHR18_1_CTG2_1	chr18_GL383569v1_alt
ML143360.1	chr11_ML143360v1_fix
NT_187613.1	chr17_KI270862v1_alt
GJ211999.2	NT_187244.1
KI270586.1	NT_187294.1
GJ212211.1	KI866537.1
HSCHR17_5_CTG4	NW_003871092.1
HSCHR17_11_CTG4	KV766197.1
KI270832.1	chr11_KI270832v1_alt
KI270374.1	NT_187490.1
NW_025791815.1	chr21_MU273392v1_fix
KI270466.1	chrUn_KI270466v1
HSCHR8_1_CTG7	KI270810.1
GJ211998.2	KI270476.1
NT_187519.1	chr1_KI270763v1_alt
NW_018654726.1	chrY_KZ208924v1_fix
NT_187651.1	chr5_KI270897v1_alt
HSCHR8_5_CTG1	chr8_KI270900v1_alt
NT_187389.1	chr22_KI270734v1_random
GJ212054.1	NT_187267.1
KI270676.1	NT_187347.1
HSCHR1_ALT2_1_CTG32_1	KI270892.1
MU273384.1	NW_025791807.1
HSCHR22_1_CTG7	chr22_KI270879v1_alt
KQ458385.1	chr18_KQ458385v1_alt
KI270410.1	NT_187217.1
HSCHR8_6_CTG1	KI270901.1
NW_017363816.1	chr11_KV766195v1_fix
KI270877.1	NT_187631.1
NT_187594.1	chr13_KI270840v1_alt
GL383521.1	chr2_GL383521v1_alt
NC_000011.10	chr11
HSCHR2_3_CTG15	NT_187527.1
KI270920.1	NT_187674.1
HSCHR18_1_CTG1	KZ559116.1
GL000195.1	NT_113901.1
NT_187540.1	chr4_KI270790v1_alt
HSCHR11_2_CTG8	chr11_KZ559110v1_alt
HSCHR11_1_CTG3_1	chr11_KZ559111v1_alt
HSCHR1_3_CTG3	KQ458382.1
GJ212210.1	KI866536.1
GL383551.1	HSCHR12_4_CTG2_1
HSCHR17_3_CTG1	chr17_KV766198v1_alt
GL000252.2	NT_167245.2
HSCHR5_1_CTG1_1	KI270897.1
GL383563.3	NW_003315952.3
HSCHR19_6_CTG2	MU273387.1
JH159147.1	NW_003871092.1
KI270528.1	chrUn_KI270528v1
CM000685.2	chrX
KI270829.1	chr11_KI270829v1_alt
KI270588.1	NT_187455.1
HSCHR6_MHC_APD_CTG1	NT_167244.2
HSCHR9_1_CTG2	NW_003315929.1
MU273388.1	chr20_MU273388v1_fix
NT_187582.1	chr11_KI270827v1_alt
HSCHR17_1_CTG4	chr17_GL383564v2_alt
NT_187672.1	chr19_KI270918v1_alt
HSCHR13_1_CTG3	chr13_KI270840v1_alt
KI270785.1	NT_187542.1
NT_187681.1	chr11_KI270927v1_alt
HSCHR2_2_CTG15	KI270893.1
HSCHR2_6_CTG7_2	chr2_KQ983256v1_alt
GL000103.2	NT_167190.2
HG2133_PATCH	KZ559104.1
HG2104_PATCH	NW_009646196.1
GJ212162.2	NT_187343.1
KI270891.1	NT_187645.1
GL000255.2	HSCHR6_MHC_QBL_CTG1
MU273398.1	NW_025791821.1
HG1485_PATCH	chr22_ML143378v1_fix
HSCHR19KIR_FH08_BAX_HAP_CTG3_1	KI270930.1
KI270509.1	NT_187428.1
HG2541_PATCH	NW_025791817.1
NW_025791799.1	chr16_MU273376v1_fix
KI270312.1	chrUn_KI270312v1
GL949752.1	HSCHR19LRC_PGF1_CTG3_1
HSCHR18_1_CTG2_1	NW_003315958.1
NT_113930.2	chr17_GL000205v2_random
HG1342_HG2282_PATCH	chr1_KQ031383v1_fix
GJ212093.1	NT_187288.1
KI270892.1	NT_187646.1
KI270807.1	NT_187563.1
HG2577_PATCH	NW_025791759.1
KI270839.1	NT_187593.1
HG1369_PATCH	MU273382.1
HSCHR19LRC_LRC_S_CTG3_1	chr19_GL949750v2_alt
NT_187579.1	chr10_KI270824v1_alt
GL383550.2	HSCHR12_1_CTG2_1
KI270309.1	NT_187195.1
NT_187692.1	chr6_KI270758v1_alt
KI270921.1	chr19_KI270921v1_alt
HG2264_PATCH	MU273346.1
HG2058_PATCH	NW_009646195.1
KI270378.1	chrUn_KI270378v1
HSCHR22_1_CTG5	KI270877.1
KI270842.1	chr13_KI270842v1_alt
KI270537.1	NT_187270.1
GL383581.2	HSCHR21_4_CTG1_1
KZ559107.1	chr8_KZ559107v1_alt
KV766195.1	NW_017363816.1
MU273347.1	chr3_MU273347v1_fix
GL383546.1	chr10_GL383546v1_alt
KI270732.1	chr22_KI270732v1_random
NC_000003.12	chr3
KI270548.1	chrUn_KI270548v1
KI270936.1	NT_187690.1
NW_009646204.1	chr12_KN196482v1_fix
GJ211929.1	KI270397.1
NT_187586.1	chr11_KI270832v1_alt
HSCHR7_2_CTG6	KI270803.1
KV575253.1	NW_016107307.1
NW_021160007.1	chr12_ML143361v1_fix
GL000132.2	NT_010783.16
HSCHR17_2_CTG2	chr17_KI270862v1_alt
HSCHR8_6_CTG1	chr8_KI270901v1_alt
HSCHR19LRC_LRC_S_CTG3_1	NW_003571058.2
NT_187363.1	chr1_KI270708v1_random
GL877876.1	HSCHR12_2_CTG2
KI270588.1	chrUn_KI270588v1
NW_003315918.1	chr5_GL383530v1_alt
HSCHR12_1_CTG2	chr12_GL383549v1_alt
KI270847.1	chr14_KI270847v1_alt
GL000257.2	chr4_GL000257v2_alt
HSCHR6_1_CTG8	KI270801.1
HSCHR4_1_CTG8_1	chr4_KI270787v1_alt
KI270754.1	NT_187509.1
HG2244_HG2245_PATCH	KN538367.1
HG2512_PATCH	ML143380.1
NT_187676.1	chr19_KI270922v1_alt
KI270760.1	chr1_KI270760v1_alt
HSCHR7_2_CTG4_4	KI270809.1
KI270901.1	chr8_KI270901v1_alt
HSCHR11_1_CTG2	KI270826.1
GJ212167.2	NT_187346.1
GJ212168.2	NT_187347.1
HG2069_PATCH	NW_025791771.1
KI270709.1	chr1_KI270709v1_random
HSCHR6_8_CTG1	chr6_KI270758v1_alt
NW_003571060.1	chr19_GL949752v1_alt
MU273374.1	chr15_MU273374v1_fix
HSCHR12_4_CTG2_1	chr12_GL383551v1_alt
KI270849.1	NT_187605.1
HSCHR7_2_CTG4_4	NT_187561.1
MU273394.1	NW_025791817.1
KV575249.1	NW_016107303.1
HSCHR18_4_CTG1_1	KI270864.1
HSCHR19KIR_HG2393_CTG3_1	chr19_KV575258v1_alt
NT_187424.1	chrUn_KI270435v1
NT_187451.1	chrUn_KI270589v1
NT_187564.1	chr7_KI270808v1_alt
JH159148.1	chr17_JH159148v1_alt
HSCHR1_ALT2_1_CTG32_1	NT_187646.1
HSCHR18_2_CTG2	chr18_GL383571v1_alt
HSCHR12_5_CTG2	NT_187588.1
NW_009646202.1	chr10_KN196480v1_fix
NC_000014.9	chr14
GL383574.1	chr19_GL383574v1_alt
NT_187401.1	chrUn_KI270320v1
HSCHR6_1_CTG2	chr6_GL383533v1_alt
GJ212023.2	NT_187254.1
GJ212207.1	NT_187331.1
GJ211883.1	KI270344.1
KI270435.1	chrUn_KI270435v1
HSCHR5_3_CTG1	KI270791.1
NW_016107298.1	chr5_KV575244v1_fix
NT_187643.1	chr19_KI270889v1_alt
HG2419_PATCH	chr8_KZ208914v1_fix
HSCHR19KIR_GRC212_AB_HAP_CTG3_1	KI270887.1
